単語番号,日,種類,ファイル名,長さ(秒),開始(フレーム),終了(フレーム)
318,27,中国語,076_Kikutan_Chinese_Nyumon.mp3,1.1,1597440,1644544
318,27,日本語,076_Kikutan_Chinese_Nyumon.mp3,0.8,1658368,1693696
318,27,例文1,076_Kikutan_Chinese_Nyumon.mp3,1.7,1713664,1786880
319,27,中国語,076_Kikutan_Chinese_Nyumon.mp3,1.1,1824256,1874432
319,27,日本語,076_Kikutan_Chinese_Nyumon.mp3,1.3,1890816,1946624
319,27,例文1,076_Kikutan_Chinese_Nyumon.mp3,2.4,1972224,2076672
320,27,中国語,076_Kikutan_Chinese_Nyumon.mp3,1.0,2110976,2156544
320,27,日本語,076_Kikutan_Chinese_Nyumon.mp3,0.8,2176512,2211328
320,27,例文1,076_Kikutan_Chinese_Nyumon.mp3,1.5,2248192,2315776
321,27,中国語,076_Kikutan_Chinese_Nyumon.mp3,1.2,2363392,2416128
321,27,日本語,076_Kikutan_Chinese_Nyumon.mp3,0.6,2430976,2458624
321,27,例文1,076_Kikutan_Chinese_Nyumon.mp3,1.5,2479104,2543104
322,27,中国語,076_Kikutan_Chinese_Nyumon.mp3,1.0,2568192,2613760
322,27,日本語,076_Kikutan_Chinese_Nyumon.mp3,1.3,2633728,2691584
322,27,例文1,076_Kikutan_Chinese_Nyumon.mp3,2.5,2708992,2818048
322,27,例文2,076_Kikutan_Chinese_Nyumon.mp3,1.8,2854400,2932224
323,27,中国語,076_Kikutan_Chinese_Nyumon.mp3,1.2,2970112,3021824
323,27,日本語,076_Kikutan_Chinese_Nyumon.mp3,0.8,3036672,3070976
323,27,例文1,076_Kikutan_Chinese_Nyumon.mp3,2.1,3096576,3187712
324,27,中国語,076_Kikutan_Chinese_Nyumon.mp3,1.2,3234816,3287040
324,27,日本語,076_Kikutan_Chinese_Nyumon.mp3,0.8,3306496,3340800
324,27,例文1,076_Kikutan_Chinese_Nyumon.mp3,2.6,3361792,3474432
325,28,中国語,077_Kikutan_Chinese_Nyumon.mp3,0.7,103424,134144
325,28,日本語,077_Kikutan_Chinese_Nyumon.mp3,1.8,158720,238080
325,28,例文1,077_Kikutan_Chinese_Nyumon.mp3,1.8,263168,342528
326,28,中国語,077_Kikutan_Chinese_Nyumon.mp3,1.2,379904,431104
326,28,日本語,077_Kikutan_Chinese_Nyumon.mp3,1.5,462336,529408
326,28,例文1,077_Kikutan_Chinese_Nyumon.mp3,2.3,545280,646144
327,28,中国語,077_Kikutan_Chinese_Nyumon.mp3,0.9,672256,712704
327,28,日本語,077_Kikutan_Chinese_Nyumon.mp3,0.9,727040,767488
327,28,例文1,077_Kikutan_Chinese_Nyumon.mp3,2.1,793600,884736
328,28,中国語,077_Kikutan_Chinese_Nyumon.mp3,0.8,931328,965632
328,28,日本語,077_Kikutan_Chinese_Nyumon.mp3,1.0,975872,1019904
328,28,例文1,077_Kikutan_Chinese_Nyumon.mp3,1.8,1040384,1120256
329,28,中国語,077_Kikutan_Chinese_Nyumon.mp3,1.0,1157120,1203200
329,28,日本語,077_Kikutan_Chinese_Nyumon.mp3,0.8,1211392,1247232
329,28,例文1,077_Kikutan_Chinese_Nyumon.mp3,3.4,1256448,1405952
330,28,中国語,077_Kikutan_Chinese_Nyumon.mp3,0.8,1438208,1472000
330,28,日本語,077_Kikutan_Chinese_Nyumon.mp3,0.9,1482240,1522688
330,28,例文1,077_Kikutan_Chinese_Nyumon.mp3,3.1,1531904,1666560
331,28,中国語,077_Kikutan_Chinese_Nyumon.mp3,1.2,1691648,1743360
331,28,日本語,077_Kikutan_Chinese_Nyumon.mp3,0.6,1759232,1787392
331,28,例文1,077_Kikutan_Chinese_Nyumon.mp3,2.1,1801728,1893376
332,28,中国語,077_Kikutan_Chinese_Nyumon.mp3,1.1,1923072,1969664
332,28,日本語,077_Kikutan_Chinese_Nyumon.mp3,0.9,1990656,2029568
332,28,例文1,077_Kikutan_Chinese_Nyumon.mp3,3.0,2044416,2178560
333,28,中国語,077_Kikutan_Chinese_Nyumon.mp3,1.2,2203648,2255872
333,28,日本語,077_Kikutan_Chinese_Nyumon.mp3,0.7,2270720,2299904
333,28,例文1,077_Kikutan_Chinese_Nyumon.mp3,2.3,2326528,2426368
334,28,中国語,077_Kikutan_Chinese_Nyumon.mp3,0.8,2463744,2498048
334,28,日本語,077_Kikutan_Chinese_Nyumon.mp3,0.8,2513408,2548224
334,28,例文1,077_Kikutan_Chinese_Nyumon.mp3,1.6,2562560,2631168
335,28,中国語,077_Kikutan_Chinese_Nyumon.mp3,0.9,2661888,2700288
335,28,日本語,077_Kikutan_Chinese_Nyumon.mp3,0.6,2711040,2735616
335,28,例文1,077_Kikutan_Chinese_Nyumon.mp3,1.8,2755072,2834944
336,28,中国語,077_Kikutan_Chinese_Nyumon.mp3,0.7,2870784,2900992
336,28,日本語,077_Kikutan_Chinese_Nyumon.mp3,0.5,2915840,2938880
336,28,例文1,077_Kikutan_Chinese_Nyumon.mp3,1.6,2953216,3021824
337,29,中国語,078_Kikutan_Chinese_Nyumon.mp3,1.1,109568,156160
337,29,日本語,078_Kikutan_Chinese_Nyumon.mp3,0.8,170496,204288
337,29,例文1,078_Kikutan_Chinese_Nyumon.mp3,2.1,229888,321024
338,29,中国語,078_Kikutan_Chinese_Nyumon.mp3,0.7,369152,397824
338,29,日本語,078_Kikutan_Chinese_Nyumon.mp3,0.7,413696,442880
338,29,例文1,078_Kikutan_Chinese_Nyumon.mp3,1.4,467456,530944
339,29,中国語,078_Kikutan_Chinese_Nyumon.mp3,1.0,567808,612352
339,29,日本語,078_Kikutan_Chinese_Nyumon.mp3,0.9,627712,668160
339,29,例文1,078_Kikutan_Chinese_Nyumon.mp3,2.4,688128,795136
340,29,中国語,078_Kikutan_Chinese_Nyumon.mp3,0.9,821760,861184
340,29,日本語,078_Kikutan_Chinese_Nyumon.mp3,0.8,872448,908800
340,29,例文1,078_Kikutan_Chinese_Nyumon.mp3,2.2,925184,1021440
341,29,中国語,078_Kikutan_Chinese_Nyumon.mp3,0.8,1062912,1098752
341,29,日本語,078_Kikutan_Chinese_Nyumon.mp3,0.8,1113600,1147904
341,29,例文1,078_Kikutan_Chinese_Nyumon.mp3,2.1,1162240,1252864
342,29,中国語,078_Kikutan_Chinese_Nyumon.mp3,0.9,1277952,1319424
342,29,日本語,078_Kikutan_Chinese_Nyumon.mp3,0.4,1338880,1356288
342,29,例文1,078_Kikutan_Chinese_Nyumon.mp3,2.3,1377280,1478656
343,29,中国語,078_Kikutan_Chinese_Nyumon.mp3,1.1,1509376,1555968
343,29,日本語,078_Kikutan_Chinese_Nyumon.mp3,0.7,1575424,1605120
343,29,例文1,078_Kikutan_Chinese_Nyumon.mp3,1.9,1619968,1704960
344,29,中国語,078_Kikutan_Chinese_Nyumon.mp3,1.1,1746432,1793536
344,29,日本語,078_Kikutan_Chinese_Nyumon.mp3,0.5,1806848,1830912
344,29,例文1,078_Kikutan_Chinese_Nyumon.mp3,1.9,1845248,1930240
345,29,中国語,078_Kikutan_Chinese_Nyumon.mp3,0.9,1956352,1995776
345,29,日本語,078_Kikutan_Chinese_Nyumon.mp3,0.5,2006528,2029568
345,29,例文1,078_Kikutan_Chinese_Nyumon.mp3,1.9,2044416,2129408
346,29,中国語,078_Kikutan_Chinese_Nyumon.mp3,0.8,2159616,2195968
346,29,日本語,078_Kikutan_Chinese_Nyumon.mp3,0.4,2205184,2222592
346,29,例文1,078_Kikutan_Chinese_Nyumon.mp3,1.7,2236928,2310656
347,29,中国語,078_Kikutan_Chinese_Nyumon.mp3,0.9,2341376,2382336
347,29,日本語,078_Kikutan_Chinese_Nyumon.mp3,0.5,2393088,2415104
347,29,例文1,078_Kikutan_Chinese_Nyumon.mp3,1.5,2430976,2498560
348,29,中国語,078_Kikutan_Chinese_Nyumon.mp3,1.3,2534912,2592256
348,29,日本語,078_Kikutan_Chinese_Nyumon.mp3,0.7,2606592,2636288
348,29,例文1,078_Kikutan_Chinese_Nyumon.mp3,2.5,2661376,2771456
349,30,中国語,079_Kikutan_Chinese_Nyumon.mp3,1.0,126464,172544
349,30,日本語,079_Kikutan_Chinese_Nyumon.mp3,0.7,182272,210944
349,30,例文1,079_Kikutan_Chinese_Nyumon.mp3,2.1,224768,315904
350,30,中国語,079_Kikutan_Chinese_Nyumon.mp3,1.4,351744,414208
350,30,日本語,079_Kikutan_Chinese_Nyumon.mp3,0.9,435712,473600
350,30,例文1,079_Kikutan_Chinese_Nyumon.mp3,2.1,488960,580096
351,30,中国語,079_Kikutan_Chinese_Nyumon.mp3,1.0,616960,663040
351,30,日本語,079_Kikutan_Chinese_Nyumon.mp3,0.7,671744,700416
351,30,例文1,079_Kikutan_Chinese_Nyumon.mp3,1.6,716800,788992
352,30,中国語,079_Kikutan_Chinese_Nyumon.mp3,1.0,815104,861184
352,30,日本語,079_Kikutan_Chinese_Nyumon.mp3,1.0,881664,926208
352,30,例文1,079_Kikutan_Chinese_Nyumon.mp3,2.1,946688,1038336
353,30,中国語,079_Kikutan_Chinese_Nyumon.mp3,1.1,1073664,1120768
353,30,日本語,079_Kikutan_Chinese_Nyumon.mp3,0.6,1136640,1162752
353,30,例文1,079_Kikutan_Chinese_Nyumon.mp3,2.1,1184256,1278976
354,30,中国語,079_Kikutan_Chinese_Nyumon.mp3,1.0,1311744,1357824
354,30,日本語,079_Kikutan_Chinese_Nyumon.mp3,0.8,1372160,1406464
354,30,例文1,079_Kikutan_Chinese_Nyumon.mp3,2.5,1421824,1530880
355,30,中国語,079_Kikutan_Chinese_Nyumon.mp3,0.9,1553408,1594368
355,30,日本語,079_Kikutan_Chinese_Nyumon.mp3,0.8,1604096,1638400
355,30,例文1,079_Kikutan_Chinese_Nyumon.mp3,2.6,1652736,1767936
356,30,中国語,079_Kikutan_Chinese_Nyumon.mp3,0.8,1801728,1836544
356,30,日本語,079_Kikutan_Chinese_Nyumon.mp3,0.7,1862656,1894912
356,30,例文1,079_Kikutan_Chinese_Nyumon.mp3,2.2,1928192,2024960
357,30,中国語,079_Kikutan_Chinese_Nyumon.mp3,0.9,2043904,2085376
357,30,日本語,079_Kikutan_Chinese_Nyumon.mp3,0.7,2099712,2128384
357,30,例文1,079_Kikutan_Chinese_Nyumon.mp3,2.0,2149376,2239488
358,30,中国語,079_Kikutan_Chinese_Nyumon.mp3,0.9,2276352,2316288
358,30,日本語,079_Kikutan_Chinese_Nyumon.mp3,0.8,2326528,2359808
358,30,例文1,079_Kikutan_Chinese_Nyumon.mp3,2.7,2379776,2498560
359,30,中国語,079_Kikutan_Chinese_Nyumon.mp3,1.0,2535936,2581504
359,30,日本語,079_Kikutan_Chinese_Nyumon.mp3,0.6,2596352,2624512
359,30,例文1,079_Kikutan_Chinese_Nyumon.mp3,2.3,2650112,2752512
360,30,中国語,079_Kikutan_Chinese_Nyumon.mp3,1.1,2788352,2834944
360,30,日本語,079_Kikutan_Chinese_Nyumon.mp3,0.8,2855936,2889216
360,30,例文1,079_Kikutan_Chinese_Nyumon.mp3,3.2,2909184,3049984
361,31,中国語,080_Kikutan_Chinese_Nyumon.mp3,1.3,147968,205824
361,31,日本語,080_Kikutan_Chinese_Nyumon.mp3,0.9,231936,270848
361,31,例文1,080_Kikutan_Chinese_Nyumon.mp3,2.1,296960,387584
362,31,中国語,080_Kikutan_Chinese_Nyumon.mp3,1.2,422912,475648
362,31,日本語,080_Kikutan_Chinese_Nyumon.mp3,0.8,484864,519168
362,31,例文1,080_Kikutan_Chinese_Nyumon.mp3,2.3,539136,640512
363,31,中国語,080_Kikutan_Chinese_Nyumon.mp3,0.7,671232,700416
363,31,日本語,080_Kikutan_Chinese_Nyumon.mp3,0.5,716800,739328
363,31,例文1,080_Kikutan_Chinese_Nyumon.mp3,1.6,759808,828416
364,31,中国語,080_Kikutan_Chinese_Nyumon.mp3,1.2,881152,932352
364,31,日本語,080_Kikutan_Chinese_Nyumon.mp3,0.8,948224,982528
364,31,例文1,080_Kikutan_Chinese_Nyumon.mp3,1.9,1003008,1086976
365,31,中国語,080_Kikutan_Chinese_Nyumon.mp3,0.8,1128960,1164288
365,31,日本語,080_Kikutan_Chinese_Nyumon.mp3,0.5,1186304,1207296
365,31,例文1,080_Kikutan_Chinese_Nyumon.mp3,2.2,1228288,1324544
366,31,中国語,080_Kikutan_Chinese_Nyumon.mp3,1.0,1377280,1423360
366,31,日本語,080_Kikutan_Chinese_Nyumon.mp3,0.9,1444864,1485312
366,31,例文1,080_Kikutan_Chinese_Nyumon.mp3,2.0,1503744,1593344
367,31,中国語,080_Kikutan_Chinese_Nyumon.mp3,1.2,1647616,1699328
367,31,日本語,080_Kikutan_Chinese_Nyumon.mp3,0.8,1718784,1752576
367,31,例文1,080_Kikutan_Chinese_Nyumon.mp3,2.1,1795584,1886720
368,31,中国語,080_Kikutan_Chinese_Nyumon.mp3,1.3,1929216,1986048
368,31,日本語,080_Kikutan_Chinese_Nyumon.mp3,1.0,2006016,2050048
368,31,例文1,080_Kikutan_Chinese_Nyumon.mp3,2.4,2083840,2188800
369,31,中国語,080_Kikutan_Chinese_Nyumon.mp3,1.3,2226176,2283008
369,31,日本語,080_Kikutan_Chinese_Nyumon.mp3,1.0,2299392,2342400
369,31,例文1,080_Kikutan_Chinese_Nyumon.mp3,2.3,2358272,2460160
370,31,中国語,080_Kikutan_Chinese_Nyumon.mp3,1.3,2492928,2548224
370,31,日本語,080_Kikutan_Chinese_Nyumon.mp3,1.0,2563584,2609152
370,31,例文1,080_Kikutan_Chinese_Nyumon.mp3,2.8,2628096,2752000
371,31,中国語,080_Kikutan_Chinese_Nyumon.mp3,1.3,2788864,2846208
371,31,日本語,080_Kikutan_Chinese_Nyumon.mp3,0.8,2860544,2893824
371,31,例文1,080_Kikutan_Chinese_Nyumon.mp3,2.4,2910208,3016704
372,31,中国語,080_Kikutan_Chinese_Nyumon.mp3,1.0,3047424,3093504
372,31,日本語,080_Kikutan_Chinese_Nyumon.mp3,1.0,3113984,3159552
372,31,例文1,080_Kikutan_Chinese_Nyumon.mp3,2.7,3185152,3303424
373,32,中国語,081_Kikutan_Chinese_Nyumon.mp3,0.9,125952,167424
373,32,日本語,081_Kikutan_Chinese_Nyumon.mp3,0.9,186880,226816
373,32,例文1,081_Kikutan_Chinese_Nyumon.mp3,2.5,239104,348672
374,32,中国語,081_Kikutan_Chinese_Nyumon.mp3,1.1,384512,432128
374,32,日本語,081_Kikutan_Chinese_Nyumon.mp3,0.8,440832,475648
374,32,例文1,081_Kikutan_Chinese_Nyumon.mp3,2.7,489984,608256
375,32,中国語,081_Kikutan_Chinese_Nyumon.mp3,1.2,654848,707072
375,32,日本語,081_Kikutan_Chinese_Nyumon.mp3,0.9,716288,755712
375,32,例文1,081_Kikutan_Chinese_Nyumon.mp3,2.2,777216,872448
376,32,中国語,081_Kikutan_Chinese_Nyumon.mp3,0.8,919040,955392
376,32,日本語,081_Kikutan_Chinese_Nyumon.mp3,0.7,964608,993792
376,32,例文1,081_Kikutan_Chinese_Nyumon.mp3,2.6,1007616,1120768
377,32,中国語,081_Kikutan_Chinese_Nyumon.mp3,1.1,1167360,1213952
377,32,日本語,081_Kikutan_Chinese_Nyumon.mp3,0.8,1228288,1262592
377,32,例文1,081_Kikutan_Chinese_Nyumon.mp3,2.1,1283072,1377792
378,32,中国語,081_Kikutan_Chinese_Nyumon.mp3,1.2,1415168,1467904
378,32,日本語,081_Kikutan_Chinese_Nyumon.mp3,0.9,1481728,1521664
378,32,例文1,081_Kikutan_Chinese_Nyumon.mp3,2.4,1542144,1646592
379,32,中国語,081_Kikutan_Chinese_Nyumon.mp3,1.3,1674240,1732096
379,32,日本語,081_Kikutan_Chinese_Nyumon.mp3,0.9,1747968,1786880
379,32,例文1,081_Kikutan_Chinese_Nyumon.mp3,2.7,1801728,1920000
380,32,中国語,081_Kikutan_Chinese_Nyumon.mp3,0.9,1966592,2007552
380,32,日本語,081_Kikutan_Chinese_Nyumon.mp3,0.7,2028032,2057728
380,32,例文1,081_Kikutan_Chinese_Nyumon.mp3,2.7,2082304,2200576
381,32,中国語,081_Kikutan_Chinese_Nyumon.mp3,1.1,2243072,2289664
381,32,日本語,081_Kikutan_Chinese_Nyumon.mp3,0.6,2305024,2333184
381,32,例文1,081_Kikutan_Chinese_Nyumon.mp3,2.7,2352640,2471424
382,32,中国語,081_Kikutan_Chinese_Nyumon.mp3,1.2,2501632,2553344
382,32,日本語,081_Kikutan_Chinese_Nyumon.mp3,0.9,2562560,2601984
382,32,例文1,081_Kikutan_Chinese_Nyumon.mp3,2.3,2628608,2729472
383,32,中国語,081_Kikutan_Chinese_Nyumon.mp3,0.9,2760704,2802176
383,32,日本語,081_Kikutan_Chinese_Nyumon.mp3,0.8,2821632,2856960
383,32,例文1,081_Kikutan_Chinese_Nyumon.mp3,2.7,2887168,3005440
384,32,中国語,081_Kikutan_Chinese_Nyumon.mp3,1.1,3035648,3083264
384,32,日本語,081_Kikutan_Chinese_Nyumon.mp3,0.7,3098112,3126784
384,32,例文1,081_Kikutan_Chinese_Nyumon.mp3,2.9,3146240,3275264
385,33,中国語,082_Kikutan_Chinese_Nyumon.mp3,0.9,131072,172544
385,33,日本語,082_Kikutan_Chinese_Nyumon.mp3,0.7,181248,210944
385,33,例文1,082_Kikutan_Chinese_Nyumon.mp3,1.7,225280,298496
385,33,例文2,082_Kikutan_Chinese_Nyumon.mp3,2.0,324096,414208
386,33,中国語,082_Kikutan_Chinese_Nyumon.mp3,0.8,439808,476160
386,33,日本語,082_Kikutan_Chinese_Nyumon.mp3,0.6,489472,514048
386,33,例文1,082_Kikutan_Chinese_Nyumon.mp3,2.0,539136,625664
387,33,中国語,082_Kikutan_Chinese_Nyumon.mp3,0.8,659968,696320
387,33,日本語,082_Kikutan_Chinese_Nyumon.mp3,0.7,705024,734720
387,33,例文1,082_Kikutan_Chinese_Nyumon.mp3,2.2,746496,845312
388,33,中国語,082_Kikutan_Chinese_Nyumon.mp3,0.8,885760,922112
388,33,日本語,082_Kikutan_Chinese_Nyumon.mp3,0.8,931328,965120
388,33,例文1,082_Kikutan_Chinese_Nyumon.mp3,3.0,975360,1109504
389,33,中国語,082_Kikutan_Chinese_Nyumon.mp3,0.8,1150464,1186304
389,33,日本語,082_Kikutan_Chinese_Nyumon.mp3,0.6,1202688,1230848
389,33,例文1,082_Kikutan_Chinese_Nyumon.mp3,2.8,1250304,1373696
390,33,中国語,082_Kikutan_Chinese_Nyumon.mp3,1.1,1404416,1451520
390,33,日本語,082_Kikutan_Chinese_Nyumon.mp3,0.9,1455616,1495040
390,33,例文1,082_Kikutan_Chinese_Nyumon.mp3,2.1,1525760,1616384
391,33,中国語,082_Kikutan_Chinese_Nyumon.mp3,1.3,1652736,1710592
391,33,日本語,082_Kikutan_Chinese_Nyumon.mp3,0.8,1720320,1754624
391,33,例文1,082_Kikutan_Chinese_Nyumon.mp3,2.2,1779200,1875456
392,33,中国語,082_Kikutan_Chinese_Nyumon.mp3,1.1,1922560,1969152
392,33,日本語,082_Kikutan_Chinese_Nyumon.mp3,1.0,1989120,2035200
392,33,例文1,082_Kikutan_Chinese_Nyumon.mp3,1.6,2061312,2129920
393,33,中国語,082_Kikutan_Chinese_Nyumon.mp3,1.2,2176000,2228736
393,33,日本語,082_Kikutan_Chinese_Nyumon.mp3,1.2,2238464,2291712
393,33,例文1,082_Kikutan_Chinese_Nyumon.mp3,2.7,2319360,2437632
394,33,中国語,082_Kikutan_Chinese_Nyumon.mp3,1.1,2479104,2526720
394,33,日本語,082_Kikutan_Chinese_Nyumon.mp3,0.9,2545664,2587136
394,33,例文1,082_Kikutan_Chinese_Nyumon.mp3,2.2,2606080,2702848
395,33,中国語,082_Kikutan_Chinese_Nyumon.mp3,1.2,2738688,2789888
395,33,日本語,082_Kikutan_Chinese_Nyumon.mp3,0.9,2806272,2845696
395,33,例文1,082_Kikutan_Chinese_Nyumon.mp3,3.1,2865152,3000320
396,33,中国語,082_Kikutan_Chinese_Nyumon.mp3,1.3,3046912,3105280
396,33,日本語,082_Kikutan_Chinese_Nyumon.mp3,1.0,3119616,3164672
396,33,例文1,082_Kikutan_Chinese_Nyumon.mp3,2.6,3179520,3292160
397,34,中国語,083_Kikutan_Chinese_Nyumon.mp3,0.6,125440,152576
397,34,日本語,083_Kikutan_Chinese_Nyumon.mp3,0.8,176128,209920
397,34,例文1,083_Kikutan_Chinese_Nyumon.mp3,2.2,224768,320512
398,34,中国語,083_Kikutan_Chinese_Nyumon.mp3,1.1,357376,404480
398,34,日本語,083_Kikutan_Chinese_Nyumon.mp3,0.9,423424,462848
398,34,例文1,083_Kikutan_Chinese_Nyumon.mp3,1.5,489472,557568
399,34,中国語,083_Kikutan_Chinese_Nyumon.mp3,0.8,588288,624640
399,34,日本語,083_Kikutan_Chinese_Nyumon.mp3,1.0,638976,683520
399,34,例文1,083_Kikutan_Chinese_Nyumon.mp3,2.4,705024,811520
400,34,中国語,083_Kikutan_Chinese_Nyumon.mp3,0.7,859136,888320
400,34,日本語,083_Kikutan_Chinese_Nyumon.mp3,0.7,909312,937984
400,34,例文1,083_Kikutan_Chinese_Nyumon.mp3,2.4,964096,1069568
401,34,中国語,083_Kikutan_Chinese_Nyumon.mp3,1.1,1112064,1159168
401,34,日本語,083_Kikutan_Chinese_Nyumon.mp3,0.7,1179136,1208320
401,34,例文1,083_Kikutan_Chinese_Nyumon.mp3,1.4,1233920,1297408
402,34,中国語,083_Kikutan_Chinese_Nyumon.mp3,0.8,1350656,1384960
402,34,日本語,083_Kikutan_Chinese_Nyumon.mp3,1.2,1399296,1451008
402,34,例文1,083_Kikutan_Chinese_Nyumon.mp3,2.0,1473024,1561088
403,34,中国語,083_Kikutan_Chinese_Nyumon.mp3,0.7,1613824,1644032
403,34,日本語,083_Kikutan_Chinese_Nyumon.mp3,0.9,1675776,1714688
403,34,例文1,083_Kikutan_Chinese_Nyumon.mp3,2.0,1736192,1825792
404,34,中国語,083_Kikutan_Chinese_Nyumon.mp3,1.1,1856512,1903616
404,34,日本語,083_Kikutan_Chinese_Nyumon.mp3,0.9,1928192,1968640
404,34,例文1,083_Kikutan_Chinese_Nyumon.mp3,2.4,2005504,2173440
405,34,中国語,083_Kikutan_Chinese_Nyumon.mp3,0.9,2209792,2250752
405,34,日本語,083_Kikutan_Chinese_Nyumon.mp3,0.9,2276864,2314752
405,34,例文1,083_Kikutan_Chinese_Nyumon.mp3,2.3,2348544,2448384
406,34,中国語,083_Kikutan_Chinese_Nyumon.mp3,0.8,2490880,2526208
406,34,日本語,083_Kikutan_Chinese_Nyumon.mp3,1.0,2540544,2586624
406,34,例文1,083_Kikutan_Chinese_Nyumon.mp3,1.7,2617344,2691584
407,34,中国語,083_Kikutan_Chinese_Nyumon.mp3,1.1,2727936,2774528
407,34,日本語,083_Kikutan_Chinese_Nyumon.mp3,1.0,2778112,2824192
407,34,例文1,083_Kikutan_Chinese_Nyumon.mp3,2.8,2838016,2961920
408,34,中国語,083_Kikutan_Chinese_Nyumon.mp3,1.2,3003392,3055616
408,34,日本語,083_Kikutan_Chinese_Nyumon.mp3,0.8,3080192,3115520
408,34,例文1,083_Kikutan_Chinese_Nyumon.mp3,2.3,3141120,3241984
409,35,中国語,084_Kikutan_Chinese_Nyumon.mp3,1.2,125952,177664
409,35,日本語,084_Kikutan_Chinese_Nyumon.mp3,0.8,186880,221696
409,35,例文1,084_Kikutan_Chinese_Nyumon.mp3,2.0,241664,328704
410,35,中国語,084_Kikutan_Chinese_Nyumon.mp3,1.0,373248,415232
410,35,日本語,084_Kikutan_Chinese_Nyumon.mp3,0.8,429056,463872
410,35,例文1,084_Kikutan_Chinese_Nyumon.mp3,1.8,483840,564224
411,35,中国語,084_Kikutan_Chinese_Nyumon.mp3,1.1,605184,651776
411,35,日本語,084_Kikutan_Chinese_Nyumon.mp3,0.8,660480,693760
411,35,例文1,084_Kikutan_Chinese_Nyumon.mp3,2.5,727040,838144
412,35,中国語,084_Kikutan_Chinese_Nyumon.mp3,1.3,891392,948736
412,35,日本語,084_Kikutan_Chinese_Nyumon.mp3,0.8,969216,1003520
412,35,例文1,084_Kikutan_Chinese_Nyumon.mp3,2.2,1013760,1109504
413,35,中国語,084_Kikutan_Chinese_Nyumon.mp3,1.2,1167360,1219584
413,35,日本語,084_Kikutan_Chinese_Nyumon.mp3,0.7,1234432,1263616
413,35,例文1,084_Kikutan_Chinese_Nyumon.mp3,2.8,1283072,1407488
414,35,中国語,084_Kikutan_Chinese_Nyumon.mp3,0.9,1454592,1495552
414,35,日本語,084_Kikutan_Chinese_Nyumon.mp3,0.6,1516032,1543680
414,35,例文1,084_Kikutan_Chinese_Nyumon.mp3,1.8,1564160,1644032
415,35,中国語,084_Kikutan_Chinese_Nyumon.mp3,0.9,1691136,1731584
415,35,日本語,084_Kikutan_Chinese_Nyumon.mp3,0.7,1746944,1776640
415,35,例文1,084_Kikutan_Chinese_Nyumon.mp3,1.6,1804800,1874432
416,35,中国語,084_Kikutan_Chinese_Nyumon.mp3,0.7,1916928,1947136
416,35,日本語,084_Kikutan_Chinese_Nyumon.mp3,0.8,1956864,1991168
416,35,例文1,084_Kikutan_Chinese_Nyumon.mp3,1.1,2001408,2048000
416,35,例文2,084_Kikutan_Chinese_Nyumon.mp3,1.1,2067456,2117120
417,35,中国語,084_Kikutan_Chinese_Nyumon.mp3,1.1,2147328,2194432
417,35,日本語,084_Kikutan_Chinese_Nyumon.mp3,1.1,2208256,2254848
417,35,例文1,084_Kikutan_Chinese_Nyumon.mp3,1.8,2273792,2354176
418,35,中国語,084_Kikutan_Chinese_Nyumon.mp3,1.0,2395136,2437120
418,35,日本語,084_Kikutan_Chinese_Nyumon.mp3,1.2,2456576,2508288
418,35,例文1,084_Kikutan_Chinese_Nyumon.mp3,1.3,2522624,2579968
419,35,中国語,084_Kikutan_Chinese_Nyumon.mp3,1.1,2626560,2677248
419,35,日本語,084_Kikutan_Chinese_Nyumon.mp3,0.8,2689536,2723328
419,35,例文1,084_Kikutan_Chinese_Nyumon.mp3,1.6,2748416,2817536
420,35,中国語,084_Kikutan_Chinese_Nyumon.mp3,1.2,2869760,2922496
420,35,日本語,084_Kikutan_Chinese_Nyumon.mp3,0.8,2941952,2975744
420,35,例文1,084_Kikutan_Chinese_Nyumon.mp3,2.7,3001856,3120640
421,36,中国語,085_Kikutan_Chinese_Nyumon.mp3,1.4,125952,186880
421,36,日本語,085_Kikutan_Chinese_Nyumon.mp3,0.9,202752,243712
421,36,例文1,085_Kikutan_Chinese_Nyumon.mp3,2.7,259584,379904
422,36,中国語,085_Kikutan_Chinese_Nyumon.mp3,1.4,417792,478720
422,36,日本語,085_Kikutan_Chinese_Nyumon.mp3,0.7,498688,529920
422,36,例文1,085_Kikutan_Chinese_Nyumon.mp3,1.9,567296,651776
423,36,中国語,085_Kikutan_Chinese_Nyumon.mp3,1.0,705536,751104
423,36,日本語,085_Kikutan_Chinese_Nyumon.mp3,0.8,771584,806400
423,36,例文1,085_Kikutan_Chinese_Nyumon.mp3,2.3,836608,938496
424,36,中国語,085_Kikutan_Chinese_Nyumon.mp3,1.1,996352,1043456
424,36,日本語,085_Kikutan_Chinese_Nyumon.mp3,0.8,1052672,1086464
424,36,例文1,085_Kikutan_Chinese_Nyumon.mp3,3.4,1102848,1252864
425,36,中国語,085_Kikutan_Chinese_Nyumon.mp3,0.8,1316352,1351168
425,36,日本語,085_Kikutan_Chinese_Nyumon.mp3,0.5,1366016,1390080
425,36,例文1,085_Kikutan_Chinese_Nyumon.mp3,1.9,1415680,1499648
426,36,中国語,085_Kikutan_Chinese_Nyumon.mp3,0.8,1537024,1572352
426,36,日本語,085_Kikutan_Chinese_Nyumon.mp3,0.7,1592320,1622016
