単語番号,日,種類,ファイル名,長さ(秒),開始(フレーム),終了(フレーム)
107,09,日本語,058_Kikutan_Chinese_Nyumon.mp3,0.6,2595840,2622976
107,09,例文1,058_Kikutan_Chinese_Nyumon.mp3,3.1,2639360,2774016
108,09,中国語,058_Kikutan_Chinese_Nyumon.mp3,1.1,2804736,2852864
108,09,日本語,058_Kikutan_Chinese_Nyumon.mp3,0.7,2865152,2893824
108,09,例文1,058_Kikutan_Chinese_Nyumon.mp3,2.8,2914816,3038720
109,10,中国語,059_Kikutan_Chinese_Nyumon.mp3,1.2,175104,228352
109,10,日本語,059_Kikutan_Chinese_Nyumon.mp3,1.1,235520,283136
109,10,例文1,059_Kikutan_Chinese_Nyumon.mp3,2.4,302080,408064
110,10,中国語,059_Kikutan_Chinese_Nyumon.mp3,1.1,461824,509440
110,10,日本語,059_Kikutan_Chinese_Nyumon.mp3,1.0,527360,569856
110,10,例文1,059_Kikutan_Chinese_Nyumon.mp3,2.3,588288,690176
111,10,中国語,059_Kikutan_Chinese_Nyumon.mp3,1.3,714752,774144
111,10,日本語,059_Kikutan_Chinese_Nyumon.mp3,1.5,781824,845824
111,10,例文1,059_Kikutan_Chinese_Nyumon.mp3,2.8,853504,977408
112,10,中国語,059_Kikutan_Chinese_Nyumon.mp3,1.6,1001472,1071616
112,10,日本語,059_Kikutan_Chinese_Nyumon.mp3,1.2,1084416,1137664
112,10,例文1,059_Kikutan_Chinese_Nyumon.mp3,3.3,1162752,1307648
113,10,中国語,059_Kikutan_Chinese_Nyumon.mp3,1.3,1332224,1391616
113,10,日本語,059_Kikutan_Chinese_Nyumon.mp3,1.0,1409536,1452032
113,10,例文1,059_Kikutan_Chinese_Nyumon.mp3,1.8,1470464,1550848
114,10,中国語,059_Kikutan_Chinese_Nyumon.mp3,1.3,1585664,1645056
114,10,日本語,059_Kikutan_Chinese_Nyumon.mp3,1.0,1652736,1694720
114,10,例文1,059_Kikutan_Chinese_Nyumon.mp3,2.7,1718784,1837056
115,10,中国語,059_Kikutan_Chinese_Nyumon.mp3,0.7,1867264,1898496
115,10,日本語,059_Kikutan_Chinese_Nyumon.mp3,1.0,1916416,1958400
115,10,例文1,059_Kikutan_Chinese_Nyumon.mp3,2.2,1978368,2073600
116,10,中国語,059_Kikutan_Chinese_Nyumon.mp3,0.7,2120704,2151936
116,10,日本語,059_Kikutan_Chinese_Nyumon.mp3,0.7,2176512,2207232
116,10,例文1,059_Kikutan_Chinese_Nyumon.mp3,2.0,2231808,2320384
117,10,中国語,059_Kikutan_Chinese_Nyumon.mp3,1.2,2369536,2422272
117,10,日本語,059_Kikutan_Chinese_Nyumon.mp3,1.0,2435072,2477568
117,10,例文1,059_Kikutan_Chinese_Nyumon.mp3,1.9,2496000,2580480
118,10,中国語,059_Kikutan_Chinese_Nyumon.mp3,1.2,2621952,2675712
118,10,日本語,059_Kikutan_Chinese_Nyumon.mp3,0.8,2693632,2730496
118,10,例文1,059_Kikutan_Chinese_Nyumon.mp3,2.2,2749952,2845696
119,10,中国語,059_Kikutan_Chinese_Nyumon.mp3,1.3,2865152,2924032
119,10,日本語,059_Kikutan_Chinese_Nyumon.mp3,1.0,2930688,2973696
119,10,例文1,059_Kikutan_Chinese_Nyumon.mp3,2.4,2986496,3094016
120,10,中国語,059_Kikutan_Chinese_Nyumon.mp3,1.2,3123712,3177472
120,10,日本語,059_Kikutan_Chinese_Nyumon.mp3,0.9,3185664,3227136
120,10,例文1,059_Kikutan_Chinese_Nyumon.mp3,2.8,3246080,3369472
121,11,中国語,060_Kikutan_Chinese_Nyumon.mp3,0.9,168448,208896
121,11,日本語,060_Kikutan_Chinese_Nyumon.mp3,0.7,223744,253952
121,11,例文1,060_Kikutan_Chinese_Nyumon.mp3,2.2,270848,368640
122,11,中国語,060_Kikutan_Chinese_Nyumon.mp3,1.5,391168,458240
122,11,日本語,060_Kikutan_Chinese_Nyumon.mp3,1.5,462848,526848
122,11,例文1,060_Kikutan_Chinese_Nyumon.mp3,2.8,550912,672768
123,11,中国語,060_Kikutan_Chinese_Nyumon.mp3,1.3,720384,777728
123,11,日本語,060_Kikutan_Chinese_Nyumon.mp3,0.8,778752,812032
123,11,例文1,060_Kikutan_Chinese_Nyumon.mp3,3.3,838656,985088
124,11,中国語,060_Kikutan_Chinese_Nyumon.mp3,1.5,1025536,1092096
124,11,日本語,060_Kikutan_Chinese_Nyumon.mp3,0.6,1103872,1131520
124,11,例文1,060_Kikutan_Chinese_Nyumon.mp3,3.9,1152000,1326080
125,11,中国語,060_Kikutan_Chinese_Nyumon.mp3,1.2,1355776,1408000
125,11,日本語,060_Kikutan_Chinese_Nyumon.mp3,0.9,1416704,1455616
125,11,例文1,060_Kikutan_Chinese_Nyumon.mp3,2.1,1477120,1571840
126,11,中国語,060_Kikutan_Chinese_Nyumon.mp3,0.9,1615872,1654784
126,11,日本語,060_Kikutan_Chinese_Nyumon.mp3,0.6,1676288,1703424
126,11,例文1,060_Kikutan_Chinese_Nyumon.mp3,3.2,1725440,1866240
127,11,中国語,060_Kikutan_Chinese_Nyumon.mp3,1.4,1918464,1978880
127,11,日本語,060_Kikutan_Chinese_Nyumon.mp3,0.9,1994240,2032128
127,11,例文1,060_Kikutan_Chinese_Nyumon.mp3,2.9,2055680,2181632
128,11,中国語,060_Kikutan_Chinese_Nyumon.mp3,1.3,2221568,2279424
128,11,日本語,060_Kikutan_Chinese_Nyumon.mp3,1.3,2283008,2339328
128,11,例文1,060_Kikutan_Chinese_Nyumon.mp3,2.6,2348544,2462720
129,11,中国語,060_Kikutan_Chinese_Nyumon.mp3,1.5,2497536,2563072
129,11,日本語,060_Kikutan_Chinese_Nyumon.mp3,1.5,2564608,2629120
129,11,例文1,060_Kikutan_Chinese_Nyumon.mp3,2.4,2640896,2746368
130,11,中国語,060_Kikutan_Chinese_Nyumon.mp3,1.1,2787328,2837504
130,11,日本語,060_Kikutan_Chinese_Nyumon.mp3,0.6,2850816,2876416
130,11,例文1,060_Kikutan_Chinese_Nyumon.mp3,2.7,2894336,3014144
131,11,中国語,060_Kikutan_Chinese_Nyumon.mp3,1.3,3053568,3111424
131,11,日本語,060_Kikutan_Chinese_Nyumon.mp3,0.7,3126272,3154944
131,11,例文1,060_Kikutan_Chinese_Nyumon.mp3,1.9,3191808,3275264
132,11,中国語,060_Kikutan_Chinese_Nyumon.mp3,1.2,3323904,3378688
132,11,日本語,060_Kikutan_Chinese_Nyumon.mp3,1.1,3396096,3445760
132,11,例文1,060_Kikutan_Chinese_Nyumon.mp3,2.1,3456512,3550208
133,12,中国語,061_Kikutan_Chinese_Nyumon.mp3,0.8,142336,178176
133,12,日本語,061_Kikutan_Chinese_Nyumon.mp3,0.8,193536,227328
133,12,例文1,061_Kikutan_Chinese_Nyumon.mp3,1.8,246784,326656
133,12,例文2,061_Kikutan_Chinese_Nyumon.mp3,1.4,373760,437248
134,12,中国語,061_Kikutan_Chinese_Nyumon.mp3,1.0,485376,530432
134,12,日本語,061_Kikutan_Chinese_Nyumon.mp3,0.6,545280,573440
134,12,例文1,061_Kikutan_Chinese_Nyumon.mp3,1.6,594432,663040
135,12,中国語,061_Kikutan_Chinese_Nyumon.mp3,0.8,708608,743936
135,12,日本語,061_Kikutan_Chinese_Nyumon.mp3,0.7,765952,794624
135,12,例文1,061_Kikutan_Chinese_Nyumon.mp3,2.9,814592,944128
136,12,中国語,061_Kikutan_Chinese_Nyumon.mp3,1.1,979968,1027072
136,12,日本語,061_Kikutan_Chinese_Nyumon.mp3,0.7,1042944,1074688
136,12,例文1,061_Kikutan_Chinese_Nyumon.mp3,0.9,1102336,1140224
137,12,中国語,061_Kikutan_Chinese_Nyumon.mp3,0.9,1182720,1222144
137,12,日本語,061_Kikutan_Chinese_Nyumon.mp3,0.8,1243648,1279488
137,12,例文1,061_Kikutan_Chinese_Nyumon.mp3,2.7,1299968,1418752
138,12,中国語,061_Kikutan_Chinese_Nyumon.mp3,1.0,1448960,1495040
138,12,日本語,061_Kikutan_Chinese_Nyumon.mp3,0.6,1504768,1532928
138,12,例文1,061_Kikutan_Chinese_Nyumon.mp3,2.1,1551360,1644032
138,12,例文2,061_Kikutan_Chinese_Nyumon.mp3,2.2,1658880,1754624
139,12,中国語,061_Kikutan_Chinese_Nyumon.mp3,0.8,1794560,1831936
139,12,日本語,061_Kikutan_Chinese_Nyumon.mp3,0.9,1852416,1891328
139,12,例文1,061_Kikutan_Chinese_Nyumon.mp3,2.4,1923072,2029568
139,12,例文2,061_Kikutan_Chinese_Nyumon.mp3,2.2,2049536,2145792
140,12,中国語,061_Kikutan_Chinese_Nyumon.mp3,1.1,2193920,2243072
140,12,日本語,061_Kikutan_Chinese_Nyumon.mp3,0.7,2253824,2286592
140,12,例文1,061_Kikutan_Chinese_Nyumon.mp3,1.4,2314240,2376704
141,12,中国語,061_Kikutan_Chinese_Nyumon.mp3,0.9,2425344,2465280
141,12,日本語,061_Kikutan_Chinese_Nyumon.mp3,1.2,2490368,2542080
141,12,例文1,061_Kikutan_Chinese_Nyumon.mp3,1.8,2562560,2641920
142,12,中国語,061_Kikutan_Chinese_Nyumon.mp3,1.3,2684416,2743296
142,12,日本語,061_Kikutan_Chinese_Nyumon.mp3,1.2,2757120,2808320
142,12,例文1,061_Kikutan_Chinese_Nyumon.mp3,2.4,2821120,2928640
143,12,中国語,061_Kikutan_Chinese_Nyumon.mp3,0.7,2959360,2991616
143,12,日本語,061_Kikutan_Chinese_Nyumon.mp3,0.8,3003904,3040256
143,12,例文1,061_Kikutan_Chinese_Nyumon.mp3,2.4,3053056,3160064
143,12,例文2,061_Kikutan_Chinese_Nyumon.mp3,2.8,3190784,3314688
144,12,中国語,061_Kikutan_Chinese_Nyumon.mp3,0.8,3350016,3386880
144,12,日本語,061_Kikutan_Chinese_Nyumon.mp3,0.7,3406848,3438080
144,12,例文1,061_Kikutan_Chinese_Nyumon.mp3,3.1,3460608,3595776
145,13,中国語,062_Kikutan_Chinese_Nyumon.mp3,1.0,132096,178176
145,13,日本語,062_Kikutan_Chinese_Nyumon.mp3,0.7,190464,223232
145,13,例文1,062_Kikutan_Chinese_Nyumon.mp3,2.0,246784,334848
146,13,中国語,062_Kikutan_Chinese_Nyumon.mp3,1.0,374272,418304
146,13,日本語,062_Kikutan_Chinese_Nyumon.mp3,0.6,429056,453632
146,13,例文1,062_Kikutan_Chinese_Nyumon.mp3,1.8,474112,552960
147,13,中国語,062_Kikutan_Chinese_Nyumon.mp3,0.8,578048,614400
147,13,日本語,062_Kikutan_Chinese_Nyumon.mp3,0.9,622592,662528
147,13,例文1,062_Kikutan_Chinese_Nyumon.mp3,2.0,682496,771584
148,13,中国語,062_Kikutan_Chinese_Nyumon.mp3,0.7,809984,841728
148,13,日本語,062_Kikutan_Chinese_Nyumon.mp3,0.6,854016,882176
148,13,例文1,062_Kikutan_Chinese_Nyumon.mp3,1.6,908288,977408
149,13,中国語,062_Kikutan_Chinese_Nyumon.mp3,0.8,1030656,1065984
149,13,日本語,062_Kikutan_Chinese_Nyumon.mp3,0.7,1079808,1112064
149,13,例文1,062_Kikutan_Chinese_Nyumon.mp3,2.3,1128960,1230848
150,13,中国語,062_Kikutan_Chinese_Nyumon.mp3,0.7,1271808,1302016
150,13,日本語,062_Kikutan_Chinese_Nyumon.mp3,0.7,1315840,1346560
150,13,例文1,062_Kikutan_Chinese_Nyumon.mp3,2.2,1365504,1462272
151,13,中国語,062_Kikutan_Chinese_Nyumon.mp3,0.7,1508864,1538560
151,13,日本語,062_Kikutan_Chinese_Nyumon.mp3,1.0,1552896,1595392
151,13,例文1,062_Kikutan_Chinese_Nyumon.mp3,1.3,1614336,1670144
152,13,中国語,062_Kikutan_Chinese_Nyumon.mp3,0.9,1691648,1731584
152,13,日本語,062_Kikutan_Chinese_Nyumon.mp3,1.2,1747968,1800192
152,13,例文1,062_Kikutan_Chinese_Nyumon.mp3,1.4,1818112,1881088
153,13,中国語,062_Kikutan_Chinese_Nyumon.mp3,0.7,1905664,1936896
153,13,日本語,062_Kikutan_Chinese_Nyumon.mp3,0.7,1950208,1979904
153,13,例文1,062_Kikutan_Chinese_Nyumon.mp3,1.8,1999360,2079744
154,13,中国語,062_Kikutan_Chinese_Nyumon.mp3,1.0,2098688,2141184
154,13,日本語,062_Kikutan_Chinese_Nyumon.mp3,0.8,2159104,2194432
154,13,例文1,062_Kikutan_Chinese_Nyumon.mp3,2.0,2203648,2293760
155,13,中国語,062_Kikutan_Chinese_Nyumon.mp3,1.2,2330112,2382848
155,13,日本語,062_Kikutan_Chinese_Nyumon.mp3,1.1,2397696,2445312
155,13,例文1,062_Kikutan_Chinese_Nyumon.mp3,2.4,2457600,2561536
156,13,中国語,062_Kikutan_Chinese_Nyumon.mp3,1.0,2595840,2640896
156,13,日本語,062_Kikutan_Chinese_Nyumon.mp3,1.0,2662912,2707968
156,13,例文1,062_Kikutan_Chinese_Nyumon.mp3,2.0,2722304,2812416
157,14,中国語,063_Kikutan_Chinese_Nyumon.mp3,1.2,124416,175616
157,14,日本語,063_Kikutan_Chinese_Nyumon.mp3,0.8,185856,219136
157,14,例文1,063_Kikutan_Chinese_Nyumon.mp3,2.8,233472,357888
157,14,例文2,063_Kikutan_Chinese_Nyumon.mp3,1.8,403456,482304
158,14,中国語,063_Kikutan_Chinese_Nyumon.mp3,1.2,539136,590336
158,14,日本語,063_Kikutan_Chinese_Nyumon.mp3,0.8,600064,633856
158,14,例文1,063_Kikutan_Chinese_Nyumon.mp3,2.1,651264,743936
158,14,例文2,063_Kikutan_Chinese_Nyumon.mp3,1.9,765952,849408
159,14,中国語,063_Kikutan_Chinese_Nyumon.mp3,1.2,894976,946688
159,14,日本語,063_Kikutan_Chinese_Nyumon.mp3,0.6,964608,991232
159,14,例文1,063_Kikutan_Chinese_Nyumon.mp3,2.1,1016320,1108992
159,14,例文2,063_Kikutan_Chinese_Nyumon.mp3,1.6,1152000,1224704
160,14,中国語,063_Kikutan_Chinese_Nyumon.mp3,1.2,1266688,1318400
160,14,日本語,063_Kikutan_Chinese_Nyumon.mp3,0.7,1336832,1365504
160,14,例文1,063_Kikutan_Chinese_Nyumon.mp3,1.7,1394176,1467392
161,14,中国語,063_Kikutan_Chinese_Nyumon.mp3,1.2,1518592,1569792
161,14,日本語,063_Kikutan_Chinese_Nyumon.mp3,0.8,1577984,1612288
161,14,例文1,063_Kikutan_Chinese_Nyumon.mp3,1.9,1631232,1715712
162,14,中国語,063_Kikutan_Chinese_Nyumon.mp3,1.2,1738752,1792000
162,14,日本語,063_Kikutan_Chinese_Nyumon.mp3,0.5,1809408,1833472
162,14,例文1,063_Kikutan_Chinese_Nyumon.mp3,2.7,1842688,1960448
163,14,中国語,063_Kikutan_Chinese_Nyumon.mp3,0.9,2011136,2051584
163,14,日本語,063_Kikutan_Chinese_Nyumon.mp3,0.7,2072064,2103296
163,14,例文1,063_Kikutan_Chinese_Nyumon.mp3,1.1,2133504,2183680
163,14,例文2,063_Kikutan_Chinese_Nyumon.mp3,3.3,2233344,2378752
164,14,中国語,063_Kikutan_Chinese_Nyumon.mp3,0.7,2422784,2452992
164,14,日本語,063_Kikutan_Chinese_Nyumon.mp3,0.8,2478592,2513408
164,14,例文1,063_Kikutan_Chinese_Nyumon.mp3,1.3,2533888,2590720
165,14,中国語,063_Kikutan_Chinese_Nyumon.mp3,0.9,2625536,2667008
165,14,日本語,063_Kikutan_Chinese_Nyumon.mp3,0.8,2679808,2716672
165,14,例文1,063_Kikutan_Chinese_Nyumon.mp3,3.3,2729472,2874880
166,14,中国語,063_Kikutan_Chinese_Nyumon.mp3,1.3,2921472,2977280
166,14,日本語,063_Kikutan_Chinese_Nyumon.mp3,0.9,2985984,3058688
166,14,例文1,063_Kikutan_Chinese_Nyumon.mp3,2.8,3088896,3212288
166,14,例文2,063_Kikutan_Chinese_Nyumon.mp3,1.8,3236352,3314176
167,14,中国語,063_Kikutan_Chinese_Nyumon.mp3,1.1,3371520,3418112
167,14,日本語,063_Kikutan_Chinese_Nyumon.mp3,0.7,3432448,3464704
167,14,例文1,063_Kikutan_Chinese_Nyumon.mp3,2.9,3471872,3600896
168,14,中国語,063_Kikutan_Chinese_Nyumon.mp3,1.1,3652608,3701760
168,14,日本語,063_Kikutan_Chinese_Nyumon.mp3,0.8,3736576,3773440
168,14,例文1,063_Kikutan_Chinese_Nyumon.mp3,2.9,3791360,3920384
169,15,中国語,064_Kikutan_Chinese_Nyumon.mp3,1.3,132608,187904
169,15,日本語,064_Kikutan_Chinese_Nyumon.mp3,0.7,204288,237056
169,15,例文1,064_Kikutan_Chinese_Nyumon.mp3,2.5,264192,375296
170,15,中国語,064_Kikutan_Chinese_Nyumon.mp3,2.1,413696,473302
170,15,日本語,064_Kikutan_Chinese_Nyumon.mp3,nan,473302,507392
170,15,例文1,064_Kikutan_Chinese_Nyumon.mp3,2.4,540160,645120
171,15,中国語,064_Kikutan_Chinese_Nyumon.mp3,1.0,683520,727552
171,15,日本語,064_Kikutan_Chinese_Nyumon.mp3,0.8,738816,772096
171,15,例文1,064_Kikutan_Chinese_Nyumon.mp3,2.1,794112,887808
172,15,中国語,064_Kikutan_Chinese_Nyumon.mp3,1.3,920576,975872
172,15,日本語,064_Kikutan_Chinese_Nyumon.mp3,0.9,987648,1028608
172,15,例文1,064_Kikutan_Chinese_Nyumon.mp3,2.3,1047040,1146880
173,15,中国語,064_Kikutan_Chinese_Nyumon.mp3,1.2,1185280,1237504
173,15,日本語,064_Kikutan_Chinese_Nyumon.mp3,0.9,1247744,1287680
173,15,例文1,064_Kikutan_Chinese_Nyumon.mp3,3.0,1318912,1450496
174,15,中国語,064_Kikutan_Chinese_Nyumon.mp3,1.1,1482240,1532416
174,15,日本語,064_Kikutan_Chinese_Nyumon.mp3,0.6,1554432,1582080
174,15,例文1,064_Kikutan_Chinese_Nyumon.mp3,2.7,1609728,1730048
175,15,中国語,064_Kikutan_Chinese_Nyumon.mp3,1.5,1764352,1830400
175,15,日本語,064_Kikutan_Chinese_Nyumon.mp3,0.8,1842176,1878016
175,15,例文1,064_Kikutan_Chinese_Nyumon.mp3,3.0,1895936,2028544
176,15,中国語,064_Kikutan_Chinese_Nyumon.mp3,1.5,2067456,2132992
176,15,日本語,064_Kikutan_Chinese_Nyumon.mp3,1.2,2145792,2199552
176,15,例文1,064_Kikutan_Chinese_Nyumon.mp3,2.9,2216448,2343424
177,15,中国語,064_Kikutan_Chinese_Nyumon.mp3,1.3,2381312,2439168
177,15,日本語,064_Kikutan_Chinese_Nyumon.mp3,0.8,2453504,2489856
177,15,例文1,064_Kikutan_Chinese_Nyumon.mp3,2.1,2503168,2594304
178,15,中国語,064_Kikutan_Chinese_Nyumon.mp3,1.2,2629120,2683904
178,15,日本語,064_Kikutan_Chinese_Nyumon.mp3,1.0,2699264,2744832
178,15,例文1,064_Kikutan_Chinese_Nyumon.mp3,3.0,2761728,2894848
179,15,中国語,064_Kikutan_Chinese_Nyumon.mp3,1.2,2927104,2978816
179,15,日本語,064_Kikutan_Chinese_Nyumon.mp3,0.7,2994176,3025920
179,15,例文1,064_Kikutan_Chinese_Nyumon.mp3,2.3,3054080,3153920
180,15,中国語,064_Kikutan_Chinese_Nyumon.mp3,1.0,3175424,3218432
180,15,日本語,064_Kikutan_Chinese_Nyumon.mp3,0.7,3231744,3264000
180,15,例文1,064_Kikutan_Chinese_Nyumon.mp3,2.4,3284992,3389440
181,16,中国語,065_Kikutan_Chinese_Nyumon.mp3,1.3,110080,165888
181,16,日本語,065_Kikutan_Chinese_Nyumon.mp3,1.0,172032,214016
181,16,例文1,065_Kikutan_Chinese_Nyumon.mp3,3.0,220672,352768
182,16,中国語,065_Kikutan_Chinese_Nyumon.mp3,1.0,386048,429568
182,16,日本語,065_Kikutan_Chinese_Nyumon.mp3,0.7,448000,479744
182,16,例文1,065_Kikutan_Chinese_Nyumon.mp3,2.2,497664,595968
183,16,中国語,065_Kikutan_Chinese_Nyumon.mp3,1.0,618496,662016
183,16,日本語,065_Kikutan_Chinese_Nyumon.mp3,0.0,668160,669696
183,16,日本語,065_Kikutan_Chinese_Nyumon.mp3,0.9,670208,709632
183,16,例文1,065_Kikutan_Chinese_Nyumon.mp3,2.1,723456,816640
184,16,中国語,065_Kikutan_Chinese_Nyumon.mp3,1.7,870912,906682
184,16,日本語,065_Kikutan_Chinese_Nyumon.mp3,nan,906682,947712
184,16,例文1,065_Kikutan_Chinese_Nyumon.mp3,3.0,958976,1091584
185,16,中国語,065_Kikutan_Chinese_Nyumon.mp3,1.0,1152000,1196032
185,16,日本語,065_Kikutan_Chinese_Nyumon.mp3,0.7,1202176,1232896
185,16,例文1,065_Kikutan_Chinese_Nyumon.mp3,2.8,1240064,1361920
186,16,中国語,065_Kikutan_Chinese_Nyumon.mp3,1.0,1378304,1422336
186,16,日本語,065_Kikutan_Chinese_Nyumon.mp3,0.7,1433600,1463296
186,16,例文1,065_Kikutan_Chinese_Nyumon.mp3,2.4,1472512,1577472
187,16,中国語,065_Kikutan_Chinese_Nyumon.mp3,0.8,1604608,1641472
187,16,日本語,065_Kikutan_Chinese_Nyumon.mp3,1.0,1654272,1697792
187,16,例文1,065_Kikutan_Chinese_Nyumon.mp3,3.1,1714688,1852416
188,16,中国語,065_Kikutan_Chinese_Nyumon.mp3,1.3,1879552,1936896
188,16,日本語,065_Kikutan_Chinese_Nyumon.mp3,0.6,1952768,1977856
188,16,例文1,065_Kikutan_Chinese_Nyumon.mp3,2.9,2001920,2127872
189,16,中国語,065_Kikutan_Chinese_Nyumon.mp3,0.8,2167296,2201600
189,16,日本語,065_Kikutan_Chinese_Nyumon.mp3,0.8,2210816,2246656
189,16,例文1,065_Kikutan_Chinese_Nyumon.mp3,1.9,2260480,2345472
190,16,中国語,065_Kikutan_Chinese_Nyumon.mp3,1.3,2375680,2430976
190,16,日本語,065_Kikutan_Chinese_Nyumon.mp3,0.9,2442752,2482688
190,16,例文1,065_Kikutan_Chinese_Nyumon.mp3,1.7,2492416,2566656
191,16,中国語,065_Kikutan_Chinese_Nyumon.mp3,1.3,2596864,2652160
191,16,日本語,065_Kikutan_Chinese_Nyumon.mp3,1.0,2668544,2712064
191,16,例文1,065_Kikutan_Chinese_Nyumon.mp3,2.1,2723840,2815488
192,16,中国語,065_Kikutan_Chinese_Nyumon.mp3,1.2,2849792,2903040
192,16,日本語,065_Kikutan_Chinese_Nyumon.mp3,0.9,2928128,2966528
192,16,例文1,065_Kikutan_Chinese_Nyumon.mp3,2.8,2988032,3112960
193,17,中国語,066_Kikutan_Chinese_Nyumon.mp3,0.8,109056,144384
193,17,日本語,066_Kikutan_Chinese_Nyumon.mp3,0.8,153600,188416
193,17,例文1,066_Kikutan_Chinese_Nyumon.mp3,2.4,215040,323072
194,17,中国語,066_Kikutan_Chinese_Nyumon.mp3,1.1,346624,394752
194,17,日本語,066_Kikutan_Chinese_Nyumon.mp3,0.8,402432,436736
194,17,例文1,066_Kikutan_Chinese_Nyumon.mp3,2.6,457216,573952
195,17,中国語,066_Kikutan_Chinese_Nyumon.mp3,0.8,594944,630272
195,17,日本語,066_Kikutan_Chinese_Nyumon.mp3,0.8,638976,674304
195,17,例文1,066_Kikutan_Chinese_Nyumon.mp3,2.0,694784,783872
196,17,中国語,066_Kikutan_Chinese_Nyumon.mp3,1.0,827392,871424
196,17,日本語,066_Kikutan_Chinese_Nyumon.mp3,0.8,886784,922112
196,17,例文1,066_Kikutan_Chinese_Nyumon.mp3,2.1,936448,1031168
197,17,中国語,066_Kikutan_Chinese_Nyumon.mp3,1.0,1081856,1125376
197,17,日本語,066_Kikutan_Chinese_Nyumon.mp3,0.5,1135104,1155584
197,17,例文1,066_Kikutan_Chinese_Nyumon.mp3,2.2,1179648,1274880
198,17,中国語,066_Kikutan_Chinese_Nyumon.mp3,1.5,1311232,1379328
198,17,日本語,066_Kikutan_Chinese_Nyumon.mp3,0.9,1395712,1437184
198,17,例文1,066_Kikutan_Chinese_Nyumon.mp3,2.4,1470976,1577472
199,17,中国語,066_Kikutan_Chinese_Nyumon.mp3,1.6,1608704,1677312
199,17,日本語,066_Kikutan_Chinese_Nyumon.mp3,1.0,1688064,1731072
199,17,例文1,066_Kikutan_Chinese_Nyumon.mp3,2.0,1752576,1841152
200,17,中国語,066_Kikutan_Chinese_Nyumon.mp3,1.3,1857024,1913856
200,17,日本語,066_Kikutan_Chinese_Nyumon.mp3,1.0,1918464,1961472
200,17,例文1,066_Kikutan_Chinese_Nyumon.mp3,2.5,1978368,2090496
201,17,中国語,066_Kikutan_Chinese_Nyumon.mp3,1.3,2122752,2179072
201,17,日本語,066_Kikutan_Chinese_Nyumon.mp3,1.0,2189312,2232320
201,17,例文1,066_Kikutan_Chinese_Nyumon.mp3,2.5,2254336,2366464
202,17,中国語,066_Kikutan_Chinese_Nyumon.mp3,1.5,2407936,2474496
202,17,日本語,066_Kikutan_Chinese_Nyumon.mp3,0.8,2486272,2520064
202,17,例文1,066_Kikutan_Chinese_Nyumon.mp3,2.2,2540544,2636288
203,17,中国語,066_Kikutan_Chinese_Nyumon.mp3,1.0,2667008,2713088
203,17,日本語,066_Kikutan_Chinese_Nyumon.mp3,0.7,2723840,2755584
203,17,例文1,066_Kikutan_Chinese_Nyumon.mp3,2.7,2771456,2889728
204,17,中国語,066_Kikutan_Chinese_Nyumon.mp3,1.0,2920960,2966528
204,17,日本語,066_Kikutan_Chinese_Nyumon.mp3,1.0,2983424,3025920
204,17,例文1,066_Kikutan_Chinese_Nyumon.mp3,2.5,3053056,3165184
205,18,中国語,067_Kikutan_Chinese_Nyumon.mp3,0.8,109568,144896
205,18,日本語,067_Kikutan_Chinese_Nyumon.mp3,0.7,159232,190976
205,18,例文1,067_Kikutan_Chinese_Nyumon.mp3,1.8,214528,295424
206,18,中国語,067_Kikutan_Chinese_Nyumon.mp3,1.0,318976,364544
206,18,日本語,067_Kikutan_Chinese_Nyumon.mp3,0.7,374272,402944
206,18,例文1,067_Kikutan_Chinese_Nyumon.mp3,1.9,423424,508416
207,18,中国語,067_Kikutan_Chinese_Nyumon.mp3,0.8,528896,564224
207,18,日本語,067_Kikutan_Chinese_Nyumon.mp3,1.2,578560,631296
207,18,例文1,067_Kikutan_Chinese_Nyumon.mp3,1.7,654848,728576
208,18,中国語,067_Kikutan_Chinese_Nyumon.mp3,1.0,760832,805888
208,18,日本語,067_Kikutan_Chinese_Nyumon.mp3,0.9,818176,859136
208,18,例文1,067_Kikutan_Chinese_Nyumon.mp3,1.7,876032,949248
209,18,中国語,067_Kikutan_Chinese_Nyumon.mp3,1.3,979968,1037312
209,18,日本語,067_Kikutan_Chinese_Nyumon.mp3,1.2,1053696,1106944
209,18,例文1,067_Kikutan_Chinese_Nyumon.mp3,3.2,1117696,1260544
210,18,中国語,067_Kikutan_Chinese_Nyumon.mp3,1.1,1300480,1348608
210,18,日本語,067_Kikutan_Chinese_Nyumon.mp3,1.1,1363456,1414144
210,18,例文1,067_Kikutan_Chinese_Nyumon.mp3,2.4,1438208,1545216
210,18,例文2,067_Kikutan_Chinese_Nyumon.mp3,1.6,1582080,1652736
211,18,中国語,067_Kikutan_Chinese_Nyumon.mp3,1.2,1687552,1739264
211,18,日本語,067_Kikutan_Chinese_Nyumon.mp3,1.2,1754112,1806336
211,18,例文1,067_Kikutan_Chinese_Nyumon.mp3,1.8,1818112,1895936
211,18,例文2,067_Kikutan_Chinese_Nyumon.mp3,2.1,1929216,2023936
212,18,中国語,067_Kikutan_Chinese_Nyumon.mp3,0.9,2073088,2110976
212,18,日本語,067_Kikutan_Chinese_Nyumon.mp3,0.7,2122240,2155008
212,18,例文1,067_Kikutan_Chinese_Nyumon.mp3,1.9,2181632,2266624
